X,Y,Z,wX,wY,wZ,AlignmentRate,L,R
 10.358393,  -2.725402,  -1.370891,  -0.560947,   0.131720,   0.817305,   0.928701,   3.000000,   0.500000
 12.769552,   2.804855,   2.951713,  -0.100609,   0.242256,  -0.964982,   0.984398,   3.000000,   0.500000
 -1.579766,  -6.472746,   3.267065,   0.167344,  -0.326454,  -0.930282,   0.946946,   3.000000,   0.500000
  9.538819,  -5.752222,  -3.811620,   0.713879,  -0.280193,  -0.641770,   0.899962,   3.000000,   0.500000
 -5.942712,  -8.855792,  14.915275,  -0.042855,  -0.697499,  -0.715303,   0.685241,   3.000000,   0.500000
 14.251998,  10.272886, -11.608635,  -0.138001,   0.242388,  -0.960315,   0.976896,   3.000000,   0.500000
-14.129406,  12.526884,   7.772017,   0.185454,  -0.539042,   0.821609,   0.984566,   3.000000,   0.500000
-10.520311, -14.224112,   5.628408,  -0.500618,   0.208557,  -0.840170,   0.988150,   3.000000,   0.500000
  3.261245,  -0.350729,  -9.203448,   0.553117,   0.455313,  -0.697676,   0.975128,   3.000000,   0.500000
 11.931009,   5.435019,  -6.742001,  -0.213229,   0.081816,  -0.973571,   0.990293,   3.000000,   0.500000
  5.015301,   1.505779, -14.027631,  -0.224417,  -0.556808,   0.799751,   0.986757,   3.000000,   0.500000
 -0.882805,   1.715323,  -9.149497,  -0.671952,  -0.544182,   0.502342,   0.988797,   3.000000,   0.500000
 -5.277868, -12.487424,   2.841064,  -0.400606,  -0.058359,  -0.914390,   0.965987,   3.000000,   0.500000
  4.130419,   9.576282,  -2.084064,  -0.452320,  -0.203414,   0.868349,   0.876043,   3.000000,   0.500000
  2.358000,   9.657164, -11.704373,  -0.311064,  -0.217075,   0.925266,   0.992664,   3.000000,   0.500000
 13.439863,  -1.820424,  11.141623,   0.194598,   0.224959,  -0.954738,   0.988141,   3.000000,   0.500000
-12.846222,  13.352698,  -9.805542,   0.378990,  -0.142426,   0.914375,   0.958915,   3.000000,   0.500000
-11.280198,  12.093299,   5.706632,  -0.465121,   0.309323,  -0.829447,   0.974187,   3.000000,   0.500000
  3.511244,  -8.315493,  10.631796,   0.212950,   0.934911,  -0.283892,   0.943968,   3.000000,   0.500000
  9.667053, -13.417964,  -2.687713,   0.305019,  -0.542438,   0.782767,   0.984992,   3.000000,   0.500000
-11.628085,   5.891780,  -1.569672,   0.552172,  -0.002795,   0.833725,   0.855082,   3.000000,   0.500000
  8.488807,  12.469706,  13.893096,  -0.002876,   0.255386,  -0.966835,   0.982997,   3.000000,   0.500000
 -7.457969,  11.592421,   4.679246,  -0.465353,  -0.048484,  -0.883796,   0.967771,   3.000000,   0.500000
  5.141219, -13.180628,   9.462345,   0.347264,   0.259044,  -0.901279,   0.905784,   3.000000,   0.500000
 -7.981507,  -0.289451,   3.898707,   0.611678,   0.619894,  -0.491510,   0.974230,   3.000000,   0.500000
 12.775243,  -2.394615,  -2.946383,   0.337309,  -0.133929,  -0.931818,   0.813801,   3.000000,   0.500000
 -0.093439,  -7.537236,   0.365199,   0.128717,  -0.288042,  -0.948928,   0.989891,   3.000000,   0.500000
 12.142331, -14.078297,   9.722013,   0.018463,   0.202704,  -0.979066,   0.991423,   3.000000,   0.500000
 -7.545223,  13.031821,   3.237657,   0.441683,   0.050522,   0.895748,   0.970036,   3.000000,   0.500000
 -8.574254,  -6.967595,  -8.960911,  -0.035652,  -0.094466,   0.994890,   0.841404,   3.000000,   0.500000
 13.618935, -13.982508, -12.631000,  -0.012250,   0.079269,  -0.996778,   0.984461,   3.000000,   0.500000
 12.468776,   3.646008,  -0.921065,   0.090399,  -0.215218,   0.972373,   0.990365,   3.000000,   0.500000
-14.975763,   9.613123,  13.864597,   0.262292,  -0.563084,   0.783670,   0.895535,   3.000000,   0.500000
  5.152589, -13.817573,  12.578122,  -0.297076,  -0.284732,   0.911413,   0.975280,   3.000000,   0.500000
 -8.706779, -10.699101, -10.127989,   0.244562,  -0.079537,   0.966366,   0.970056,   3.000000,   0.500000
 12.304942,  10.721745,   4.470302,   0.300644,  -0.483717,   0.821968,   0.989694,   3.000000,   0.500000
 -6.319893,   0.935737,   6.033279,   0.511301,   0.735488,  -0.444554,   0.947290,   3.000000,   0.500000
 -5.188905,   9.415765,   5.991052,  -0.637753,  -0.145439,  -0.756386,   0.943808,   3.000000,   0.500000
 -6.006560,  -5.959744,   9.139901,   0.099955,   0.894375,  -0.436007,   0.910132,   3.000000,   0.500000
-14.243871,  12.187812,   0.470506,   0.231497,  -0.295766,   0.926786,   0.990914,   3.000000,   0.500000
  0.091329,   0.053718, -10.212535,   0.649469,   0.606890,  -0.458121,   0.989792,   3.000000,   0.500000
  4.219218, -10.169458, -14.954927,  -0.462753,  -0.530511,   0.710224,   0.971657,   3.000000,   0.500000
  3.327104,  10.828597,   7.611400,  -0.482378,   0.521341,   0.703929,   0.759604,   3.000000,   0.500000
  3.765715,   3.926582,  -1.170214,  -0.557599,   0.135936,   0.818905,   0.949033,   3.000000,   0.500000
 14.753352,  -1.016313,  -5.250525,  -0.191048,   0.004831,  -0.981569,   0.945387,   3.000000,   0.500000
  4.052884,  -2.851814,  13.172879,  -0.297673,  -0.792110,   0.532872,   0.954916,   3.000000,   0.500000
  6.805834,  -5.769638,  11.090804,  -0.383551,  -0.713998,   0.585744,   0.954052,   3.000000,   0.500000
-14.928757,  -3.568873, -14.837902,  -0.112217,  -0.434488,   0.893660,   0.990320,   3.000000,   0.500000
  7.415221,  13.274670,  12.558655,  -0.222159,  -0.303860,   0.926453,   0.983217,   3.000000,   0.500000
 -3.172363,  -4.659964,   1.653203,   0.125769,   0.469822,   0.873756,   0.864783,   3.000000,   0.500000
 13.837548,   0.002559,   9.857493,   0.120870,   0.141371,  -0.982550,   0.986607,   3.000000,   0.500000
 12.279320,   1.635370, -14.031498,   0.062380,  -0.123239,   0.990414,   0.991694,   3.000000,   0.500000
 -2.013294,   3.492659,   2.037044,  -0.753659,  -0.479530,   0.449499,   0.984193,   3.000000,   0.500000
  7.516278, -13.729518,  10.254375,  -0.280758,  -0.293974,   0.913649,   0.984674,   3.000000,   0.500000
 -9.421442,  -9.781864,  -0.547344,   0.409440,  -0.203544,   0.889342,   0.947024,   3.000000,   0.500000
-10.869179,  -3.068585,  12.713240,  -0.467732,  -0.242101,   0.850067,   0.823843,   3.000000,   0.500000
  9.264482,   8.131008, -10.636103,   0.090907,  -0.166008,   0.981925,   0.984707,   3.000000,   0.500000
 -3.364618,   4.038116,   8.162559,  -0.013459,  -0.999894,   0.005565,   0.791837,   3.000000,   0.500000
-14.834677,  -1.954187,  -3.406954,   0.455605,  -0.079361,   0.886637,   0.775043,   3.000000,   0.500000
  8.482868,   6.960753,  -0.159653,   0.160525,  -0.728111,   0.666398,   0.857757,   3.000000,   0.500000
  3.672452,  -6.833647,  -5.938807,   0.091511,   0.096921,  -0.991076,   0.939765,   3.000000,   0.500000
-11.793238,  -4.319074,  -0.386138,   0.981288,  -0.120740,   0.149984,   0.959493,   3.000000,   0.500000
 12.854316, -13.111291,   2.761994,  -0.223934,   0.399753,  -0.888848,   0.991043,   3.000000,   0.500000
 14.810341,  -2.381347,   6.571183,  -0.487690,  -0.330401,   0.808080,   0.978338,   3.000000,   0.500000
 -4.450294,  -9.906180, -14.684935,   0.081266,   0.958728,   0.272463,   0.705124,   3.000000,   0.500000
-12.765573,  11.207466,   7.366094,   0.327618,  -0.451007,   0.830216,   0.985576,   3.000000,   0.500000
  8.942053,   2.018566,   5.955437,  -0.063907,  -0.601882,   0.796024,   0.977914,   3.000000,   0.500000
 -7.620717, -10.613859,   2.888162,   0.486674,  -0.186156,   0.853519,   0.978070,   3.000000,   0.500000
  7.296755, -11.233416, -12.119118,  -0.357133,  -0.395966,   0.845971,   0.983572,   3.000000,   0.500000
 -6.341062,  -8.160251,   3.007782,  -0.770634,   0.226930,  -0.595505,   0.954354,   3.000000,   0.500000
-10.953337,   4.756151,   4.523114,   0.142790,  -0.321456,   0.936097,   0.940642,   3.000000,   0.500000
  9.968497,  -5.167148,  10.009145,   0.514681,   0.457057,  -0.725398,   0.970650,   3.000000,   0.500000
  8.647981,   7.756696,   0.390648,  -0.127120,   0.724236,  -0.677734,   0.935404,   3.000000,   0.500000
  2.311740,  -4.952471,   2.225558,  -0.469087,   0.470907,   0.747131,   0.931175,   3.000000,   0.500000
 11.550474,  13.041220,  -4.907834,  -0.266285,   0.380638,  -0.885555,   0.978890,   3.000000,   0.500000
 12.220503,   7.607763,  -5.422751,   0.222932,  -0.177119,   0.958609,   0.989387,   3.000000,   0.500000
  4.516245,   5.491826,  13.093464,  -0.302976,  -0.278309,   0.911455,   0.926932,   3.000000,   0.500000
  0.505029,  -3.270285,  -6.959594,   0.658262,   0.323561,  -0.679705,   0.909886,   3.000000,   0.500000
 14.055042,  11.623601, -13.273791,  -0.037746,   0.247264,  -0.968213,   0.946000,   3.000000,   0.500000
 10.867953,  -5.711343,  -1.507040,   0.835971,   0.040355,  -0.547288,   0.883578,   3.000000,   0.500000
  4.407471,  -7.299064,  -3.712040,  -0.301367,   0.125018,   0.945277,   0.839107,   3.000000,   0.500000
  5.155049,   7.709497,  -6.999645,   0.337168,   0.134244,  -0.931824,   0.977101,   3.000000,   0.500000
  4.309737,  14.281073,  -7.881859,  -0.308767,  -0.445777,   0.840206,   0.987752,   3.000000,   0.500000
  7.386091,   3.961684,  14.211434,   0.118207,   0.483567,  -0.867289,   0.986103,   3.000000,   0.500000
 -3.162845,   5.383397, -11.227832,  -0.670150,  -0.112211,   0.733695,   0.970649,   3.000000,   0.500000
  8.077298,  12.943694,   3.792514,  -0.451582,   0.593935,  -0.665819,   0.975985,   3.000000,   0.500000
 14.577998,  10.708771,   6.360232,   0.188891,  -0.520924,   0.832441,   0.991800,   3.000000,   0.500000
-11.318253,  -1.072189,   8.384770,   0.330587,   0.569879,  -0.752296,   0.969951,   3.000000,   0.500000
-14.600107,  -8.846190,  10.907849,  -0.035179,  -0.354763,   0.934294,   0.979229,   3.000000,   0.500000
 -8.868435,  -2.743496,   5.723878,   0.507774,   0.666803,  -0.545471,   0.965860,   3.000000,   0.500000
 -7.111803,  -0.405631,  12.394836,   0.294294,  -0.939986,  -0.172677,   0.889362,   3.000000,   0.500000
 -6.602661,  -0.759039,  -5.864065,   0.832458,   0.423029,  -0.357854,   0.975307,   3.000000,   0.500000
 10.723284,  10.661451, -12.534737,  -0.012874,   0.165220,  -0.986173,   0.992580,   3.000000,   0.500000
 13.867446,   4.122806,   4.216290,   0.029470,   0.181844,  -0.982886,   0.990261,   3.000000,   0.500000
-14.042556,  -0.172463,   5.126670,  -0.226142,  -0.336257,   0.914216,   0.961242,   3.000000,   0.500000
 12.318457,  10.529424, -12.961910,  -0.060542,   0.147757,  -0.987169,   0.990250,   3.000000,   0.500000
-10.750696,   5.696135,  -5.564088,   0.792256,   0.274467,   0.544975,   0.924839,   3.000000,   0.500000
 -8.953819,  11.086158,  11.742523,  -0.488445,   0.809181,  -0.326569,   0.902794,   3.000000,   0.500000
  0.464165,   4.559748,   8.704280,  -0.708179,   0.705805,  -0.017921,   0.823008,   3.000000,   0.500000
-12.832340,   8.226660,  -1.138704,   0.328730,  -0.181203,   0.926878,   0.977268,   3.000000,   0.500000
 -8.164908,  -4.903350,  11.638395,   0.426673,   0.499500,  -0.753956,   0.735351,   3.000000,   0.500000
 11.684917,  -4.666013, -11.059249,  -0.329555,   0.346752,   0.878155,   0.974883,   3.000000,   0.500000
-13.318835,  -6.978909,  -9.047376,  -0.151236,   0.319314,  -0.935503,   0.989810,   3.000000,   0.500000
-11.927419,  -3.169382,  -0.248299,  -0.976772,   0.054092,  -0.207343,   0.920135,   3.000000,   0.500000
 10.584339,   6.759629, -13.391010,   0.208521,  -0.137252,   0.968339,   0.984367,   3.000000,   0.500000
  4.844549,  -3.243072,  -3.615526,  -0.485530,   0.459688,   0.743604,   0.976536,   3.000000,   0.500000
 14.929705,   4.258204,   4.220114,   0.095475,   0.234423,  -0.967435,   0.990381,   3.000000,   0.500000
 -0.593667,  -6.699850,   0.146669,   0.144229,  -0.304327,  -0.941586,   0.986457,   3.000000,   0.500000
 -8.291071,  10.827615,  -3.492650,   0.125244,  -0.299323,   0.945896,   0.898135,   3.000000,   0.500000
-14.525606, -14.608714,  -9.580933,   0.165293,  -0.051723,   0.984887,   0.990148,   3.000000,   0.500000
 -2.317054,  14.942199,   0.865838,   0.149831,   0.282959,  -0.947357,   0.893971,   3.000000,   0.500000
  1.758664,  -0.184185,  -9.207710,   0.695373,   0.467591,  -0.545724,   0.982616,   3.000000,   0.500000
-12.023476,  -3.364513,   9.382382,   0.300007,   0.610714,  -0.732819,   0.982376,   3.000000,   0.500000
 -2.079261,  11.904357,  13.201171,   0.158401,  -0.120467,   0.979998,   0.899341,   3.000000,   0.500000
  5.692210, -11.322730,   4.968410,   0.330847,   0.357523,  -0.873337,   0.947008,   3.000000,   0.500000
 12.322011,   5.638998,  -9.285999,  -0.348464,   0.077924,  -0.934077,   0.987830,   3.000000,   0.500000
 -3.942336,  11.560595,   7.137873,   0.451382,   0.269429,   0.850683,   0.935562,   3.000000,   0.500000
 -6.600822,  -1.533532,   4.627556,  -0.603013,  -0.688309,   0.403246,   0.946001,   3.000000,   0.500000
  0.065059,  -6.151610,  11.016048,   0.028422,   0.987310,   0.156240,   0.934753,   3.000000,   0.500000
 -3.603005,   7.093512,   2.650684,   0.763277,   0.532161,  -0.366351,   0.897767,   3.000000,   0.500000
-14.447617,   9.101746, -11.519755,   0.208893,  -0.267977,   0.940506,   0.916801,   3.000000,   0.500000
  1.015310,   9.855445, -13.079616,  -0.214126,  -0.128492,   0.968318,   0.982529,   3.000000,   0.500000
  6.725100,  -7.273561,   3.887201,  -0.621611,  -0.321275,   0.714411,   0.923049,   3.000000,   0.500000
  9.714423, -12.377323,  -2.647608,  -0.316588,   0.524598,  -0.790297,   0.972336,   3.000000,   0.500000
  8.562052,  -8.557603,  -8.210697,  -0.027932,  -0.260802,   0.964988,   0.909371,   3.000000,   0.500000
  5.674008,  -8.253781,  -7.733030,  -0.031501,   0.542463,  -0.839489,   0.941738,   3.000000,   0.500000
  2.932076,  14.023399,  -9.074975,   0.366273,   0.406855,  -0.836847,   0.991381,   3.000000,   0.500000
-13.885481,  13.911146,  -3.525258,  -0.253305,   0.211601,  -0.943961,   0.995566,   3.000000,   0.500000
  3.518583,  14.472066,   8.725169,  -0.711082,   0.403849,   0.575560,   0.802294,   3.000000,   0.500000
 12.687013,  -3.943584,  -8.529999,  -0.310087,   0.223468,   0.924071,   0.962927,   3.000000,   0.500000
  9.221769,  -5.713809,  -6.509386,  -0.476424,   0.323437,   0.817563,   0.926070,   3.000000,   0.500000
 -9.603579,   0.727322,   2.261009,  -0.686455,  -0.547006,   0.479128,   0.950555,   3.000000,   0.500000
  8.603008,  -8.050479, -14.905995,  -0.335560,  -0.400077,   0.852841,   0.961884,   3.000000,   0.500000
-10.720461,   4.098795,  14.918263,   0.361499,  -0.920196,   0.150189,   0.940690,   3.000000,   0.500000
 -9.465834,  -4.694158,   8.728903,  -0.354218,  -0.731338,   0.582816,   0.961031,   3.000000,   0.500000
-10.087725,  14.251666,   4.397184,  -0.480972,   0.132919,  -0.866602,   0.984411,   3.000000,   0.500000
 -1.757394,   7.221741,  -0.616272,   0.862789,   0.419153,  -0.282676,   0.965286,   3.000000,   0.500000
-11.396477,  11.968003,  12.225125,  -0.333119,   0.930554,  -0.151990,   0.845608,   3.000000,   0.500000
 -6.625407, -13.838643,  -7.186639,   0.230302,  -0.154687,   0.960746,   0.965013,   3.000000,   0.500000
  2.670531,   7.476635,  13.735118,  -0.018486,  -0.196851,   0.980259,   0.872326,   3.000000,   0.500000
 -1.535319,  11.164849, -12.908906,   0.075174,  -0.255368,   0.963917,   0.958904,   3.000000,   0.500000
  8.928075,   1.057122, -14.047504,   0.090640,   0.393955,  -0.914650,   0.977888,   3.000000,   0.500000
 14.564723,   5.377749,  -6.866327,   0.482142,  -0.121580,   0.867616,   0.977478,   3.000000,   0.500000
 -3.072145,   4.454977,  11.702916,   0.608332,  -0.762285,  -0.221028,   0.930225,   3.000000,   0.500000
 -0.533713,  13.115697, -14.499996,  -0.063099,  -0.050426,   0.996733,   0.925940,   3.000000,   0.500000
  2.538179, -12.989642, -11.162909,   0.549369,   0.441367,  -0.709499,   0.984695,   3.000000,   0.500000
 -8.345059, -13.826162,  13.533997,   0.310768,  -0.311635,   0.897946,   0.916767,   3.000000,   0.500000
-10.892221,   5.714000, -14.470843,  -0.324588,   0.915926,  -0.236057,   0.947836,   3.000000,   0.500000
 -4.291044,  11.017632,   4.644813,   0.534328,   0.485063,   0.692248,   0.901062,   3.000000,   0.500000
  8.077130,   2.662975, -13.088356,   0.192535,   0.401120,  -0.895563,   0.979318,   3.000000,   0.500000
 -6.807248,  12.466331,  11.698720,  -0.517708,   0.411870,  -0.749894,   0.921484,   3.000000,   0.500000
 -9.372330,  -0.078492,   2.974602,  -0.679173,  -0.479011,   0.556123,   0.965720,   3.000000,   0.500000
 14.141712,   1.202197,   8.158800,  -0.004852,  -0.163640,   0.986508,   0.986345,   3.000000,   0.500000
 13.511990,   2.303373,  -8.220602,  -0.262062,   0.027966,  -0.964646,   0.976386,   3.000000,   0.500000
 -9.845403, -12.627349,  -9.592623,  -0.383624,  -0.032736,  -0.922909,   0.981130,   3.000000,   0.500000
 -0.944576,   9.846265, -11.347398,   0.108042,   0.239675,  -0.964823,   0.975567,   3.000000,   0.500000
 -0.537736, -10.116953,  11.086522,   0.192127,   0.928045,   0.319091,   0.910491,   3.000000,   0.500000
-13.349117,  12.876800,  14.642897,  -0.264579,   0.902568,   0.339661,   0.707838,   3.000000,   0.500000
 -4.534492,   7.502554,   0.798935,   0.813710,   0.556581,  -0.167613,   0.937929,   3.000000,   0.500000
 -6.131395,  -9.089869,  11.485116,  -0.138165,   0.823465,  -0.550287,   0.841671,   3.000000,   0.500000
 -3.719269,  10.631044,  13.282481,   0.432562,  -0.271111,   0.859877,   0.823888,   3.000000,   0.500000
 -6.245539,   6.721560,  -3.032713,  -0.852938,  -0.511293,   0.105244,   0.933083,   3.000000,   0.500000
-12.593600,   5.331005,  -1.314752,  -0.462636,   0.077809,  -0.883127,   0.868001,   3.000000,   0.500000
  9.134860,   5.305698,  12.945459,   0.054729,   0.310993,  -0.948835,   0.974576,   3.000000,   0.500000
 -4.542892, -13.608259,  12.952000,  -0.271251,   0.790963,  -0.548452,   0.819847,   3.000000,   0.500000
  2.859688,   0.399479,   2.695302,   0.543597,  -0.384936,  -0.745873,   0.943506,   3.000000,   0.500000
-12.342097,  -4.817683, -12.279853,  -0.098028,  -0.238639,   0.966148,   0.968254,   3.000000,   0.500000
 -2.770045,   7.136508,  -8.680179,  -0.442954,  -0.347991,   0.826253,   0.972496,   3.000000,   0.500000
-13.736604,   8.163724,   8.221717,   0.131387,  -0.439256,   0.888702,   0.989379,   3.000000,   0.500000
-13.530514,   9.372823,  12.277489,  -0.261636,   0.770904,  -0.580735,   0.909173,   3.000000,   0.500000
 -4.418722,  -4.340277,   9.340451,  -0.009483,  -0.965005,   0.262059,   0.872631,   3.000000,   0.500000
 -1.826691,   8.227806,  -0.126782,   0.833215,   0.499085,  -0.238047,   0.950302,   3.000000,   0.500000
-14.705097,   9.874599,  -0.811580,  -0.224077,   0.279208,  -0.933719,   0.992010,   3.000000,   0.500000
  5.247824,   0.049291,   0.206227,   0.580261,  -0.300475,  -0.756976,   0.993364,   3.000000,   0.500000
 -4.941737,  10.540329,  -6.248845,   0.382885,   0.491025,  -0.782492,   0.964919,   3.000000,   0.500000
  4.788345,   0.984880,  -9.813613,  -0.394733,  -0.505295,   0.767374,   0.969473,   3.000000,   0.500000
 -0.872335,  11.882681,  -9.098115,   0.348249,   0.335861,  -0.875169,   0.979065,   3.000000,   0.500000
 -1.980808,  11.426907,  -5.288292,  -0.555405,  -0.434945,   0.708765,   0.986617,   3.000000,   0.500000
 -1.732860,   4.337093,   0.860255,  -0.776304,  -0.375202,   0.506533,   0.981260,   3.000000,   0.500000
-14.012585,   9.967110,  10.099120,   0.233763,  -0.604471,   0.761558,   0.968743,   3.000000,   0.500000
 14.462613, -14.577696,  -4.585138,  -0.164723,   0.185104,  -0.968815,   0.992565,   3.000000,   0.500000
-14.393388,   6.009858,  -4.759870,   0.463985,  -0.168452,   0.869679,   0.967477,   3.000000,   0.500000
 13.941310,  -1.876436,  -7.119387,   0.093332,  -0.020614,   0.995422,   0.967716,   3.000000,   0.500000
 -3.838231,  -2.651697,   1.752814,   0.688555,   0.655363,   0.310469,   0.719875,   3.000000,   0.500000
 -8.845760,  14.495626,   7.800431,   0.529481,  -0.083359,   0.844216,   0.980455,   3.000000,   0.500000
  6.202150, -10.929846,  -5.008296,  -0.132540,   0.653907,  -0.744875,   0.978122,   3.000000,   0.500000
 14.885841,  11.933192,  10.253817,  -0.200614,   0.612097,  -0.764912,   0.957081,   3.000000,   0.500000
 -1.140499,  -5.403778,   3.819768,   0.146986,  -0.357946,  -0.922101,   0.929635,   3.000000,   0.500000
  3.546605,   9.813972,  -7.153883,   0.298933,   0.209506,  -0.930992,   0.991243,   3.000000,   0.500000
 -5.319087,  -0.332387,  11.342772,   0.258312,  -0.955938,  -0.139492,   0.927566,   3.000000,   0.500000
 -0.762648,  -4.736482,   3.052296,  -0.234775,   0.388212,   0.891163,   0.931960,   3.000000,   0.500000
 13.533150, -13.115716, -12.227714,   0.037930,  -0.075924,   0.996392,   0.993682,   3.000000,   0.500000
-13.151582,  -3.641812,  14.041053,   0.077838,   0.357846,  -0.930531,   0.963184,   3.000000,   0.500000
-11.419965,  -7.483160,  -5.565569,  -0.104140,   0.328415,  -0.938775,   0.829860,   3.000000,   0.500000
-14.670689,   1.801824, -13.333121,  -0.177185,   0.269026,  -0.946695,   0.959089,   3.000000,   0.500000
 -6.336303,   4.842281,  -2.867280,   0.882226,   0.427157,  -0.198028,   0.935696,   3.000000,   0.500000
  2.290100,  -6.977004, -12.762494,  -0.426329,  -0.681467,   0.594849,   0.967471,   3.000000,   0.500000
-12.763340, -11.561374,   6.205727,   0.344818,  -0.415195,   0.841852,   0.990297,   3.000000,   0.500000
  2.575839,   2.348501, -12.215456,   0.533939,   0.512617,  -0.672408,   0.973783,   3.000000,   0.500000
 -1.636728,   5.696106,  -7.575722,   0.564786,   0.436712,  -0.700213,   0.982159,   3.000000,   0.500000
  0.738849,  14.400405,  -4.714329,  -0.468012,  -0.452155,   0.759290,   0.986487,   3.000000,   0.500000
-14.481824,  13.579735, -10.103830,  -0.192837,   0.206175,  -0.959326,   0.982694,   3.000000,   0.500000
 12.550845, -10.137823,  -0.110774,  -0.435878,   0.441898,  -0.784051,   0.967098,   3.000000,   0.500000
  7.885118,   1.592684, -14.847995,  -0.217167,  -0.432044,   0.875315,   0.984248,   3.000000,   0.500000
 -3.592645,   0.697468,  -9.588310,   0.761665,   0.411366,  -0.500643,   0.989132,   3.000000,   0.500000
 13.921769, -13.701756,   3.111387,   0.180662,  -0.388684,   0.903486,   0.993360,   3.000000,   0.500000
  1.801869, -14.977073,  -4.568571,  -0.325623,  -0.499099,   0.803038,   0.957192,   3.000000,   0.500000
  5.280472,  -1.206388,  12.710309,  -0.283568,  -0.693497,   0.662308,   0.954574,   3.000000,   0.500000
-10.918618,   0.760376,  -4.121246,  -0.031719,   0.092854,  -0.995174,   0.753339,   3.000000,   0.500000
  7.743740,   9.662726,   5.986851,   0.578017,  -0.695391,   0.426999,   0.929230,   3.000000,   0.500000
-14.449938,  13.837250,  13.030091,   0.033831,   0.059304,  -0.997667,   0.811888,   3.000000,   0.500000
  7.729828,   1.611791,  10.664796,   0.191450,   0.564817,  -0.802701,   0.966493,   3.000000,   0.500000
 10.927907,  -4.522131,  -4.801677,   0.531896,  -0.255597,  -0.807314,   0.940269,   3.000000,   0.500000
 -7.361623,  -5.615440,  13.823491,   0.507297,  -0.449372,  -0.735333,   0.727844,   3.000000,   0.500000
  4.212666,  12.354585,  -4.900665,   0.227938,   0.457163,  -0.859678,   0.976359,   3.000000,   0.500000
 13.619050,  14.060870,  14.582739,   0.010354,   0.179787,  -0.983651,   0.952682,   3.000000,   0.500000
 14.450995,   7.282434, -10.076007,  -0.365081,   0.168304,  -0.915636,   0.976124,   3.000000,   0.500000
 -3.425925,   6.271208,   0.876290,   0.822047,   0.483216,  -0.301232,   0.960333,   3.000000,   0.500000
 -0.261466,   9.226006,  -9.402013,   0.254798,   0.197151,  -0.946683,   0.984583,   3.000000,   0.500000
 -9.016161,   3.678198,  -4.160331,  -0.851518,  -0.344201,  -0.395529,   0.762263,   3.000000,   0.500000
-14.939393,   8.973589,   7.263365,  -0.200268,   0.522672,  -0.828677,   0.989734,   3.000000,   0.500000
 -1.165735, -14.778218,  12.105024,   0.053899,  -0.653262,  -0.755211,   0.734872,   3.000000,   0.500000
  2.027113,  -4.351915, -14.274348,  -0.288639,  -0.779970,   0.555279,   0.970694,   3.000000,   0.500000
-10.765051,   0.915927,   2.350182,   0.674034,   0.498519,  -0.545122,   0.869947,   3.000000,   0.500000
  6.964036,  -2.250074,  10.569897,  -0.206457,  -0.727312,   0.654517,   0.963879,   3.000000,   0.500000
  8.055039,  -0.630566, -11.856529,   0.154384,   0.311017,  -0.937781,   0.972076,   3.000000,   0.500000
-13.084358, -10.853996,  11.604017,  -0.204418,   0.199204,  -0.958400,   0.970780,   3.000000,   0.500000
-12.857764,  -2.873455,  14.560334,  -0.179374,  -0.314263,   0.932236,   0.948541,   3.000000,   0.500000
  3.217484,  -7.856028,   7.166996,   0.539113,   0.764704,  -0.352965,   0.894113,   3.000000,   0.500000
 -3.927996,   1.141143,   9.922344,  -0.220311,   0.974668,   0.038534,   0.907845,   3.000000,   0.500000
 -9.021469, -11.499026,   9.908995,  -0.230873,   0.490804,  -0.840125,   0.959214,   3.000000,   0.500000
  6.200324,   5.783652,  13.829797,  -0.263243,  -0.438770,   0.859177,   0.967384,   3.000000,   0.500000
-14.847369,  -1.802290,  -6.484471,   0.210226,  -0.081007,   0.974291,   0.978593,   3.000000,   0.500000
 12.113170,   6.285364,  -5.301768,   0.345667,  -0.036045,   0.937665,   0.991573,   3.000000,   0.500000
 10.892025,   5.608166, -10.519874,  -0.186742,   0.006945,  -0.982384,   0.985683,   3.000000,   0.500000
-13.373075,  -0.630436,   6.591098,  -0.353858,  -0.408846,   0.841207,   0.967409,   3.000000,   0.500000
  3.852293,  -3.097188,   3.795436,  -0.671132,   0.298888,   0.678416,   0.945772,   3.000000,   0.500000
  7.217348,   8.590478,  -2.170221,   0.060406,  -0.650381,   0.757202,   0.845282,   3.000000,   0.500000
 -9.550316, -12.486085,  -0.791934,   0.354134,  -0.218331,   0.909352,   0.993477,   3.000000,   0.500000
 -0.277173,  -4.150409,  -4.656851,   0.575471,  -0.043407,  -0.816670,   0.900354,   3.000000,   0.500000
  9.348835,  13.729130,   4.644154,   0.412580,  -0.562158,   0.716768,   0.973213,   3.000000,   0.500000
  0.933916,   7.302142,  -1.413318,  -0.767846,  -0.274820,   0.578693,   0.952999,   3.000000,   0.500000
  2.017614,   9.721485,  -0.524445,   0.591424,   0.140735,  -0.793985,   0.913044,   3.000000,   0.500000
-14.081890,  10.782577,  -1.298351,  -0.319946,   0.267111,  -0.909003,   0.992572,   3.000000,   0.500000
 -5.270584,  14.925392,   5.073478,  -0.504771,  -0.194704,  -0.841009,   0.951459,   3.000000,   0.500000
 -0.074317,  -5.819857,   3.047100,   0.165948,  -0.271786,  -0.947942,   0.957303,   3.000000,   0.500000
  5.546234,   0.452620,  -9.198865,  -0.323324,  -0.472560,   0.819847,   0.968647,   3.000000,   0.500000
